published_year,num_pages,book_Title,Book_Author,year_of_Publication,image,categoryname,price,inStock,category,description
2005,368,the last days of henry viii,Robert Hutchinson,2005,http://books.google.com/books/content?id=acCmQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,3,26,,"A blazing narrative history that boldly captures the end of England's most despotic ruler and his court -- a time of murderous conspiracies, terrifying betrayals, and sordid intrigue Henry VIII's crimes against his wives are well documented and have become historical lore. But much less attention has been paid to his monarchy, especially the closing years of his reign. Rich with information including details from new archival material and written with the nail-biting suspense of a modern thriller, The Last Days of Henry VIII offers a superb fresh look at this fascinating figure and new insight into an intriguing chapter in history. Robert Hutchinson paints a brilliant portrait of this egotistical tyrant who governed with a ruthlessness that rivals that of modern dictators; a monarch who had ""no respect or fear of anyone in this world,"" according to the Spanish ambassador to his court. Henry VIII pioneered the modern ""show trial"": cynical propaganda exercises in which the victims were condemned before the proceedings even opened, proving the most powerful men in the land could be brought down overnight. After thirty-five years in power, Henry was a bloated, hideously obese, black-humored old recluse. And despite his having had six wives, the Tudor dynasty rested on the slight shoulders of his only male heir, the nine-year-old Prince Edward -- a situation that spurred rival factions into a deadly conflict to control the throne. The Last Days of Henry VIII is a gripping and compelling history as fascinating and remarkable as its subject."
2005,673,the thorn birds,Colleen McCullough,2005,http://books.google.com/books/content?id=mtBZngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,15,20,,"A saga of three generations of the indomitable Cleary family begins in the early 1900s when Paddy Cleary, a poor New Zealand farm laborer, moves his wife and children to the Australian sheep station owned by his wealthy sister, in a new edition of the classic novel of forbidden love between young Meggie Cleary and Father Ralph de Bricassart. Reprint. 15,000 first printing."
2005,464,krakatoa,Simon Winchester,2005,http://books.google.com/books/content?id=U4wywQfl5s4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,3,29,,"Simon Winchester, New York Times bestselling author of The Professor and the Madman, examines the legendary annihilation in 1883 of the volcano-island of Krakatoa, which was followed by an immense tsunami that killed nearly forty thousand people. The effects of the immense waves were felt as far away as France. Barometers in Bogotá and Washington, D.C., went haywire. Bodies were washed up in Zanzibar. The sound of the island's destruction was heard in Australia and India and on islands thousands of miles away. Most significant of all -- in view of today's new political climate -- the eruption helped to trigger in Java a wave of murderous anti-Western militancy among fundamentalist Muslims, one of the first outbreaks of Islamic-inspired killings anywhere. Krakatoa gives us an entirely new perspective on this fascinating and iconic event. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."
2005,242,the professor and the madman,Simon Winchester,2005,http://books.google.com/books/content?id=D4KblwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,6,25,,"The Professor and the Madman, masterfully researched and eloquently written, is an extraordinary tale of madness, genius, and the incredible obsessions of two remarkable men that led to the making of the Oxford English Dictionary -- and literary history. The compilation of the OED began in 1857, it was one of the most ambitious projects ever undertaken. As definitions were collected, the overseeing committee, led by Professor James Murray, discovered that one man, Dr. W. C. Minor, had submitted more than ten thousand. When the committee insisted on honoring him, a shocking truth came to light: Dr. Minor, an American Civil War veteran, was also an inmate at an asylum for the criminally insane. This P.S. edition features an extra 16 pages of insights into the book, including author interviews, recommended reading, and more."
2006,295,hit parade,Lawrence Block,2006,http://books.google.com/books/content?id=KYR8gZgkECoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,5,22,,"Introspective professional assassin John Keller, the anti-hero of Hit Man and Hit List, continues to ponder his life, the ethics of his lethal career, and his possible retirement as he returns in an all-new mystery adventure. 100,000 first printing."
2006,176,the curtain,Milan Kundera,2006,http://books.google.com/books/content?id=JCDXPxiayrwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,literary collections,2,26,,"Traces the author's personal view of the history and significance of the novel in western civilization, arguing that a novel's development crosses international and language boundaries while serving to reveal previously unknown aspects of a reader's existence. By the author of The Art of the Novel. 35,000 first printing."
2005,224,"a hard day's write, 3e",Steve Turner,2005,http://books.google.com/books/content?id=cvp-QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,music,14,26,,"A lavishly illustrated, rollicking account of the real people and events that inspired the Beatles' lyrics. Who was ""just seventeen"" and made Paul's heart go ""boom""? Was there really an Eleanor Rigby? Where's Penny Lane? In A Hard Day's Write, music journalist Steve Turner shatters many well-worn myths and adds a new dimension to the Fab Four's rich legacy by investigating for the first time the ordinary people and events immortalized in the Beatles' music and now occupying a special niche in popular culture's collective imagination. Arranged chronologically by album, the book breaks new ground by exploring how private incidents influenced the group's writing and how their music evolved. Turner reveals that Lucy in the Sky with Diamonds was really a drawing by Julian Lennon of his childhood friend; Bungalow Bill was an all-American tiger hunter; Doctor Robert was a New York 'speech doctor'; and much more. A longtime Beatles admirer, Turner tracked down and interviewed the real-life subjects of the songs, probed public records and newspaper archives, and spoke in depth to the people closet to the Beatles to unearth tales that have never before been made public. The result is a book that chronicles an untold story of the Beatles themselves. Illustrated with over 200 photographs, A Hard Day's Write is a visually alluring and highly entertaining journey to the land stretching just beneath your conscious mind, mapped out with strawberry fields, fool-topped hills, and long and winding roads."
2005,189,"the lion, the witch and the wardrobe read-aloud edition",C. S. Lewis;Pauline Baynes,2005,http://books.google.com/books/content?id=deiyGRUp6JIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,13,25,,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter."
2005,448,"mambo kings play songs of love, the tie-in",Oscar Hijuelos,2005,http://books.google.com/books/content?id=rL2fOXmLquMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,10,27,,"In late 1940s New York City, Cesar and Nestor Castillo, two young Cuban musicians, are dubbed the ""Mambo Kings"" for their talent and rise to superstardom. Reissue. (Tie in to the Broadway musical production, produced by Daryl Roth, opening August 2005) (Historical Fiction)"
2006,336,sex with the queen,Eleanor Herman,2006,http://books.google.com/books/content?id=5GSgQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,11,22,,"In this follow-up to her bestselling Sex with Kings, Eleanor Herman reveals the truth about what goes on behind the closed door of a queen's boudoir. Impeccably researched, filled with page-turning romance, passion, and scandal, Sex with the Queen explores the scintillating sexual lives of some of our most beloved and infamous female rulers. She was the queen, living in an opulent palace, wearing lavish gowns and dazzling jewels. She was envied, admired, and revered. She was also miserable, having been forced to marry a foreign prince sight unseen, a royal ogre who was sadistic, foaming at the mouth, physically repulsive, mentally incompetent, or sexually impotent—and in some cases all of the above. How did queens find happiness? In courts bristling with testosterone—swashbuckling generals, polished courtiers, and virile cardinals—many royal women had love affairs. Anne Boleyn flirted with courtiers; Catherine Howard slept with one. Henry VIII had both of them beheaded. Catherine the Great had her idiot husband murdered, and ruled the Russian empire with a long list of sexy young favorites. Marie Antoinette fell in love with the handsome Swedish count Axel Fersen, who tried valiantly to rescue her from the guillotine. Empress Alexandra of Russia found emotional solace in the mad monk Rasputin. Her behavior was the spark that set off the firestorm of the Russian revolution. Princess Diana gave up her palace bodyguard to enjoy countless love affairs, which tragically led to her early death. When a queen became sick to death of her husband and took a lover, anything could happen—from disgrace and death to political victory. Some kings imprisoned erring wives for life; other monarchs obligingly named the queen's lover prime minister. The crucial factor deciding the fate of an unfaithful queen was the love affair's implications in terms of power, money, and factional rivalry. At European courts, it was the politics—not the sex—that caused a royal woman's tragedy—or her ultimate triumph."
2006,259,brave new world,Aldous Huxley,2006,http://books.google.com/books/content?id=V4kY9WSCgSwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,2,25,,Huxley's classic prophetic novel describes the socialized horrors of a futuristic utopia devoid of individual freedom.
2006,309,queen of babble,Meg Cabot,2006,http://books.google.com/books/content?id=KM1a1gyldeAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,13,21,,"Lizzie Nichols discovers that her inability to keep her mouth shut has landed her once again in hot water when she aggravates her unfaithful boyfriend, Andy, is stranded in London, and takes a job as a bartender for a catered wedding at a French chateau, an affair that ends with the groom in disgrace, a furious bride, and Andy returning to ruin everything. 100,000 first printing."
2007,370,"animal, vegetable, miracle",Barbara Kingsolver;Camille Kingsolver;Steven L. Hopp,2007,http://books.google.com/books/content?id=qLkEYjv5BHgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,6,29,,"Bestselling author Barbara Kingsolver returns with her first nonfiction narrative that will open your eyes in a hundred new ways to an old truth: You are what you eat. ""As the U.S. population made an unprecedented mad dash for the Sun Belt, one carload of us paddled against the tide, heading for the Promised Land where water falls from the sky and green stuff grows all around. We were about to begin the adventure of realigning our lives with our food chain. ""Naturally, our first stop was to buy junk food and fossil fuel. . . ."" Hang on for the ride: With characteristic poetry and pluck, Barbara Kingsolver and her family sweep readers along on their journey away from the industrial-food pipeline to a rural life in which they vow to buy only food raised in their own neighborhood, grow it themselves, or learn to live without it. Their good-humored search yields surprising discoveries about turkey sex life and overly zealous zucchini plants, en route to a food culture that's better for the neighborhood and also better on the table. Part memoir, part journalistic investigation, Animal, Vegetable, Miracle makes a passionate case for putting the kitchen back at the center of family life and diversified farms at the center of the American diet. ""This is the story of a year in which we made every attempt to feed ourselves animals and vegetables whose provenance we really knew . . . and of how our family was changed by our first year of deliberately eating food produced from the same place where we worked, went to school, loved our neighbors, drank the water, and breathed the air."""
2006,412,good omens,Neil Gaiman;Terry Pratchett,2006,http://books.google.com/books/content?id=7erEbfDOcgkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,24,,"According to The Nice and Accurate Prophecies of Agnes Nutter, Witch (the world's only completely accurate book of prophecies, written in 1655, before she exploded), the world will end on a Saturday. Next Saturday, in fact. Just before dinner. So the armies of Good and Evil are amassing, Atlantis is rising, frogs are falling, tempers are flaring. Everything appears to be going according to Divine Plan. Except a somewhat fussy angel and a fast-living demon—both of whom have lived amongst Earth's mortals since The Beginning and have grown rather fond of the lifestyle—are not actually looking forward to the coming Rapture. And someone seems to have misplaced the Antichrist . . ."
2006,416,dates from hell,Kim Harrison;Lynsay Sands;Kelley Armstrong;Lori Handeland,2006,http://books.google.com/books/content?id=D07pnQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,14,24,,"She thought her date was out of this world. Actually, he was not of this world . . . We've all been on bad dates, nightmare dates, dreadful experiences that turned out to be uniquely memorable in the very worst way. But at least our partners for these detestable evenings were more or less . . . human! Now Kim Harrison, Lynsay Sands, Kelley Armstrong, and Lori Handeland -- four of the very best writers currently exploring the dangerous seduction of the supernatural -- offer up dating disasters (and unexpected delights) of a completely different sort: dark, wicked, paranormally sensual assignations with werewolves, demon lovers, and the romantically challenged undead. Sexy, witty, chilling, and altogether remarkable, here is proof positive that some love matches are made someplace other than heaven."
2007,408,continental drift,Russell Banks,2007,http://books.google.com/books/content?id=VDRLPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,28,,"A powerful literary classic from one of contemporary fiction's most acclaimed and important writers, Russell Banks's Continental Drift is a masterful novel of hope lost and gained, and a gripping, indelible story of fragile lives uprooted and transformed by injustice, disappointment, and the seductions and realities of the American dream."
2006,400,the burglar who thought he was bogart,Lawrence Block,2006,http://books.google.com/books/content?id=TaXSmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,6,21,,"Bookseller Bernie Rhodenbarr's in love—with an exotic Eastern European beauty who shares his obsession with Humphrey Bogart movies. He's in heaven, munching popcorn with his new amour every night at a Bogart Film Festival—until their Casablanca-esque idyll is cut short by his other secret passion: burglary. When he's hired to pilfer a portfolio of valuable documents from a Park Avenue apartment, Bernie can hardly refuse. But the occupant's early return forces Bernie to flee empty-handed—and he soon finds himself implicated in a murder. Before you can say ""who stole the strawberries?"" he's hunting for a killer, up to his neck in the outrageous intrigues of a tiny Balkan nation . . . and menaced by more sinister fat men and unsavory toadies than the great Bogie himself butted heads with in pursuit of that darn bird!"
2006,431,next,Michael Crichton,2006,http://books.google.com/books/content?id=ss1hXL1PTYIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,27,,"Is a loved one missing some body parts? Are blondes becoming extinct? Is everyone at your dinner table of the same species? Humans and chimpanzees differ in only 400 genes; is that why a chimp fetus resembles a human being? And should that worry us? There's a new genetic cure for drug addiction—is it worse than the disease? We live in a time of momentous scientific leaps, a time when it's possible to sell our eggs and sperm online for thousands of dollars and to test our spouses for genetic maladies. We live in a time when one fifth of all our genes are owned by someone else, and an unsuspecting person and his family can be pursued cross-country because they happen to have certain valuable genes within their chromosomes . . . Devilishly clever, Next blends fact and fiction into a breathless tale of a new world where nothing is what it seems and a set of new possibilities can open at every turn. Next challenges our sense of reality and notions of morality. Balancing the comic and the bizarre with the genuinely frightening and disturbing, Next shatters our assumptions and reveals shocking new choices where we least expect. The future is closer than you think."
2006,288,how to be popular,Meg Cabot,2006,http://books.google.com/books/content?id=uRsWyFiZcIkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,12,25,,"Sixteen-year-old Steph Landry finds an old book on how to be popular and decides to change her social status by following its advice, much to the bafflement of her two best friends."
2006,320,the annotated charlotte's web,E. B. White,2006,http://books.google.com/books/content?id=vaYYHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,juvenile nonfiction,7,28,,"Charlotte's Web, one of America's best-loved children's books, is seamless in plot, poignant in its delineation of characters who will live in children's literature forever, and written with a seeming ease and fluency that make the reading as engrossing as it is effortless. The Annotated Charlotte's Web opens the door to the creator's workshop and allows the reader to glance over the shoulder of one of the most exacting and fastidious American writers, watching as he forms his masterpiece."
2006,32,charlotte's web: wilbur finds a friend,Jennifer Frantz,2006,http://books.google.com/books/content?id=Syl29aq6kTEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,5,27,,"When Wilbur the pig moves to a new farm, he is scared until he meets Charlotte, a friendly spider."
2006,255,the autumn of the patriarch,Gabriel Garcia Marquez,2006,http://books.google.com/books/content?id=OMqGpe7qqFoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,20,,"One of Gabriel García Márquez's most intricate and ambitious works, The Autumn of the Patriarch is a brilliant tale of a Caribbean tyrant and the corruption of power. From charity to deceit, benevolence to violence, fear of God to extreme cruelty, the dictator of The Autumn of the Patriarch embodies the best and the worst of human nature. Gabriel García Márquez, the renowned master of magical realism, vividly portrays the dying tyrant caught in the prison of his own dictator-ship. Employing an innovative, dreamlike style, and overflowing with symbolic descriptions, the novel transports the reader to a world that is at once fanciful and real."
2006,128,how to make money like a porn star,Neil Strauss;Bernard Chang,2006,http://books.google.com/books/content?id=y7XAOeCeMcAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,comics & graphic novels,10,27,,"Claudia Corvette. From her tousled bedroom hair to her name–all the porn stars in this world take their names from supermodels and sports cars–she is adult entertainment's prototypical femme fatale. Her life is the collision of countless troubled–childhood cliches and grown–up wet dreams, projected onto her as surely as her videos project their blue light onto lonely men around the world. From its first panel, How to Make Money Like a Porn Star draws the reader into the dark world of girls like Claudia, the men who fantasize about them, and the monsters who control them. In the hands of Rolling Stone writer Neil Strauss and illustrator Bernard Chang, this adult graphic novel weaves together black humor and blacker reality. Like all great American stories, it features humble beginnings, life–changing tragedy, stripping, abuse, implants, fame, addiction, bigger implants, abduction, gunplay, downfall, and even bigger implants. Not to mention a thousand shades of latex and L'Oreal. Part parody, part morality tale, here is the truth about the porn life, its outsized visual splendor captured in a comic parade of doe–eyed centerfolds, its essence distilled in a story that will haunt every reader who has ever wondered where his next fantasy is coming from."
2007,198,little house in the big woods,Laura Ingalls Wilder,2007,http://books.google.com/books/content?id=7JctNysS3xkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,21,,"A year in the life of two young girls growing up on the Wisconsin frontier, as they help their mother with the daily chores, enjoy their father's stories and singing, and share special occasions when they get together with relatives or neighbors."
2006,357,farmer boy,Laura Ingalls Wilder,2006,http://books.google.com/books/content?id=YapzZwOTEDoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,2,23,,"At the end of the nineteenth century, nine-year-old Almanzo lives with his family on a big farm in New York State where he raises his own two calves, helps cut ice and shear sheep, and longs for the day he can have his own colt."
2007,422,the long winter,Laura Ingalls Wilder,2007,http://books.google.com/books/content?id=Il_yCqjP6N0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,3,21,,"After an October blizzard, Laura's family moves from the claim shanty into town for the winter, a winter that an Indian has predicted will be seven months of bad weather. A Newbery Honor Book. Reissue."
2007,374,little town on the prairie,Laura Ingalls Wilder,2007,http://books.google.com/books/content?id=LFvnVkq3ZUwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,22,,Laura spends her fifteenth summer working hard to help send Mary to a college for the blind.
2007,126,the first four years,Laura Ingalls Wilder,2007,http://books.google.com/books/content?id=_HqHxm0kuIUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,2,27,,"During their first four years of marriage, Laura and Almanzo Wilder have a child and fight a losing battle in their attempts to succeed at farming on the South Dakota prairie. Reissue."
2006,192,the alchemist - gift edition,Paulo Coelho,2006,http://books.google.com/books/content?id=h6QuJZffgHYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,14,30,,"""My heart is afraid that it will have to suffer,"" the boy told the alchemist one night as they looked up at the moonless sky."" Tell your heart that the fear of suffering is worse than the suffering itself. And that no heart has ever suffered when it goes in search of its dreams."" Every few decades a book is published that changes the lives of its readers forever. The Alchemist is such a book. With over a million and a half copies sold around the world, The Alchemist has already established itself as a modern classic, universally admired. Paulo Coelho's charming fable, now available in English for the first time, will enchant and inspire an even wider audience of readers for generations to come. The Alchemist is the magical story of Santiago, an Andalusian shepherd boy who yearns to travel in search of a worldly treasure as extravagant as any ever found. From his home in Spain he journeys to the markets of Tangiers and across the Egyptian desert to a fateful encounter with the alchemist. The story of the treasures Santiago finds along the way teaches us, as only a few stories have done, about the essential wisdom of listening to our hearts, learning to read the omens strewn along life's path, and, above all, following our dreams."
2006,304,pretty things,Liz Goldwyn,2006,http://books.google.com/books/content?id=2NhyQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,4,30,,"Liz Goldwyn's lifelong fascination with the inimitable glamour of classic burlesque inspired her to spend the past eight years corresponding with, visiting, interviewing, receiving striptease lessons from, and forming close relationships with the last generation of the great American burlesque queeens. Goldwyn invites us to step back into an era when the hourglass figure was in vogue and striptease was a true art form. Meet Betty ""Ball of Fire"" Rowland, who was known for her flaming red hair and bump–and–grind routines. (It turns out she once sued the author's grandfather, Samuel Goldwyn Jr., for using her stage name and costume in his Hollywood picture, Ball of Fire.) Meet Sherry Britton, who, with her long black hair and curvy, trim physique, was among the most stunning of the burlesque stars before Mayor LaGuardia outlawed burlesque in New York. Meet Zorita, whose sexually explicit ""Consummation of the Wedding of the Snake"" dance (performed with a live snake) and other daring performances earned her legendary status. Goldwyn draws back the curtain to reveal the personal journeys of yesteryear's icons of female sexuality and power, restoring their legacy to an age that has all but forgotten them–despite today's resurgence of burlesque."
2006,304,eaters of the dead,Michael Crichton,2006,http://books.google.com/books/content?id=o2yu6uJF2SoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,29,,"An ambassador of the tenth-century Caliph of Bagdad is carried off by the Norsemen to endure, for three years, the harshness of their way of life and the creatures that terrorize them."
2006,344,genome,Matt Ridley,2006,http://books.google.com/books/content?id=h2zcDWshkEkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,science,9,23,,"The genome's been mapped. But what does it mean? Arguably the most significant scientific discovery of the new century, the mapping of the twenty-three pairs of chromosomes that make up the human genome raises almost as many questions as it answers. Questions that will profoundly impact the way we think about disease, about longevity, and about free will. Questions that will affect the rest of your life. Genome offers extraordinary insight into the ramifications of this incredible breakthrough. By picking one newly discovered gene from each pair of chromosomes and telling its story, Matt Ridley recounts the history of our species and its ancestors from the dawn of life to the brink of future medicine. From Huntington's disease to cancer, from the applications of gene therapy to the horrors of eugenics, Matt Ridley probes the scientific, philosophical, and moral issues arising as a result of the mapping of the genome. It will help you understand what this scientific milestone means for you, for your children, and for humankind."
2006,336,the zero,Jess Walter,2006,http://books.google.com/books/content?id=x5JrBQ4bfLsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,11,30,,"Five days after a terrorist attack decimates his home city, Brian Remy struggles with gaps in his memory pertaining to a self-inflicted gunshot wound, a girlfriend whose name he does not know, and deteriorating eyesight, a situation that is further challenged when he is recruited to gather information for a shadowy intelligence operation. 100,000 first printing."
2007,312,kitchen confidential updated ed,Anthony Bourdain,2007,http://books.google.com/books/content?id=bxLbZ2kGddIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,11,26,,"A deliciously funny, delectably shocking banquet of wild-but-true tales of life in the culinary trade from Chef Anthony Bourdain, laying out his more than a quarter-century of drugs, sex, and haute cuisine—now with all-new, never-before-published material"
1979,256,dream & the underwor,James Hillman,1979,http://books.google.com/books/content?id=-vMpuwPRVFsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,psychology,11,27,,"In a deepening of the thinking begun in The Myth of Analysis and Re-Visioning Psychology, James Hillman develops the first new view of dreams since Freud and Jung."
1966,152,the crying of lot 49,Thomas Pynchon,1966,http://books.google.com/books/content?id=njOBt0OWKOQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,7,21,,"The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge."
1988,255,an american childhood,Annie Dillard,1988,http://books.google.com/books/content?id=tRihTvnOM-gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,biography & autobiography,14,22,,"A book that instantly captured the hearts of readers across the country, An American Childhood is Pulitzer Prize-winning author Annie Dillard's poignant, vivid memoir of growing up in Pittsburgh in the 1950s."
1988,177,teaching a stone to talk,Annie Dillard,1988,http://books.google.com/books/content?id=pY5llwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,literary criticism,12,23,,"Here, in this compelling assembly of writings, Pulitzer Prize-winning author Annie Dillard explores the world of natural facts and human meanings."
1988,76,holy the firm,Annie Dillard,1988,http://books.google.com/books/content?id=ps1LlwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,literary criticism,10,25,,"In 1975 Annie Dillard took up residence on an island in Puget Sound in a wooded room furnished with ""one enormous window, one cat, one spider and one person."" For the next two years she asked herself questions about time, reality, sacrifice death, and the will of God. In Holy the Firm she writes about a moth consumed in a candle flame, about a seven-year-old girl burned in an airplane accident, about a baptism on a cold beach. But behind the moving curtain of what she calls ""the hard things -- rock mountain and salt sea,"" she sees, sometimes far off and sometimes as close by as a veil or air, the power play of holy fire. This is a profound book about the natural world -- both its beauty and its cruelty -- the Pulitzer Prize-winning Dillard knows so well."
1989,258,think on these things,Jiddu Krishnamurti,1989,http://books.google.com/books/content?id=QzzbmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,religion,8,22,,"‘The material contained in this volume was originally presented in the form of talks to students, teachers and parents in India, but its keen penetration and lucid simplicity will be deeply meaningful to thoughtful people everywhere, of all ages, and in every walk of life. Krishnamurti examines with characteristic objectivity and insight the expressions of what we are pleased to call our culture, our education, religion, politics and tradition; and he throws much light on such basic emotions as ambition, greed and envy, the desire for security and the lust for power – all of which he shows to be deteriorating factors in human society.’ From the Editor’s Note ‘Krishnamurti’s observations and explorations of modern man’s estate are penetrating and profound, yet given with a disarming simplicity and directness. To listen to him or to read his thoughts is to face oneself and the world with an astonishing morning freshness.’ Anne Marrow Lindbergh"
1990,255,the dance of intimacy,Harriet Lerner,1990,http://books.google.com/books/content?id=tTKc8Aw-GFUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,psychology,9,22,,"In The Dance of Intimacy, the bestselling author of The Dance of Anger outlines the steps to take so that good relationships can be strengthened and difficult ones can be healed. Taking a careful look at those relationships where intimacy is most challenged--by distance, intensity, or pain--she teaches us about the specific changes we can make to achieve a more solid sense of self and a more intimate connectedness with others. Combining clear advice with vivid case examples, Dr. Lerner offers us the most solid, helpful book on intimate relationships that both women and men may ever encounter."
1990,311,tell my horse,Zora Neale Hurston,1990,http://books.google.com/books/content?id=CgolTH6AR8gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,8,20,,The author recounts her experiences as an initiate into the voodoo practices of Haiti and Jamaica in the 1930s
1990,229,jonah's gourd vine,Zora Neale Hurston,1990,http://books.google.com/books/content?id=g8KrkJIcFgYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,1,20,,"John Buddy Pearson, a young Black man who becomes a popular pastor at Zion Hope, is unable to reconcile his good intentions and his natural instincts"
1990,448,the chaneysville incident,David Bradley,1990,http://books.google.com/books/content?id=zYOcrhUIRX4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,2,24,,"The legends say something happened in Chaneysville. The Chaneysville Incident is the powerful story of one man's obsession with discovering what that something was--a quest that takes the brilliant and bitter young black historian John Washington back through the secrets and buried evil of his heritage. Returning home to care for and then bury his father's closest friend and his own guardian, Old Jack Crawley, he comes upon the scant records of his family's proud and tragic history, which he drives himself to reconstruct and accept. This is the story of John's relationship with his family, the town, and the woman he loves; and also between the past and the present, between oppression and guilt, hate and violence, love and acceptance."
1990,113,the writing life,Annie Dillard,1990,http://books.google.com/books/content?id=leBs_fzkNdkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,literary criticism,10,29,,"Annie Dillard has written eleven books, including the memoir of her parents, An American Childhood; the Northwest pioneer epic The Living; and the nonfiction narrative Pilgrim at Tinker Creek. A gregarious recluse, she is a member of the American Academy of Arts and Letters."
1990,299,the lost continent,Bill Bryson,1990,http://books.google.com/books/content?id=3139wFo58H4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,travel,13,23,,An unsparing and hilarious account of one man's rediscovery of America and his search for the perfect small town.
1990,617,three by annie dillard,Annie Dillard,1990,http://books.google.com/books/content?id=dRo8SwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,15,29,,A stunning collection of Annie Dillard's most popular books in one volume.
1991,341,declarations of independence,Howard Zinn,1991,http://books.google.com/books/content?id=f1wmvgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,political science,10,21,,The acclaimed author of A People's History of the United States presents an honest and piercing look at American political ideology.
1996,336,the complete stories,Zora Neale Hurston,1996,http://books.google.com/books/content?id=t2NozDINo3UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,fiction,10,29,,"A collection of short stories, most of which appeared in literary magazines during the author's lifetime, along with previously unpublished works, spans the career of one of the century's foremost African-American writers. Reprint."
1994,320,"legends, lies & cherished myths of world history",Richard Shenkman,1994,http://books.google.com/books/content?id=k_x45UzKZkwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,history,4,28,,"Whistleblowing historian Richard Shenkman skewers the nonsense we were all taught about the world’s revolutions, religions, heroes, and inventors in a whirlwind tour of history. Queen Victoria may have usually worn black, but she loved to drink and party. The English were conned during World War II. Winston Churchill’s famous “finest hour” radio broadcast was not delivered by Winston Churchill but by Norman Shelley, an actor hired to be Churchill’s stand-in. Marie Antoinette did not say, “Let them eat cake,” Churchill didn’t coin the phrase “the Iron Curtain,” and Caesar never said, “Et tu, Brute?” Scandal in the English monarchy is nothing new: Fifteen kings fathered children out of wedlock. One queen helped depose her husband so her lover could take his place. Three English kings were gay. Eclectic, eccentric, edifying, and fun, Richard Shenkman’s eye-opening revelations prove that much of history is indeed “but a fable agreed upon.”"
